Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
0,Ranger,Spring Plume,Sunken,1,1,10,1,862
1,Evincer,Echo Bolt,Sunken,1,0,4,1,458
2,Spectre,Lava Cake,Sunken,1,0,9,1,1294
3,Battlesmith,Smoke Screen,Sunken,1,1,16,1,1536
4,Evincer,Echo Bolt,Sunken,1,1,7,1,662
5,Vampire,Spring Plume,Sunken,1,2,4,1,770
6,Evincer,Echo Bolt,Sunken,1,1,6,1,391
7,Spectre,Smoke Screen,Sunken,1,0,16,1,1269
8,Stargazer,Accelerator,Sunken,1,1,12,1,518
9,Battlesmith,Smoke Screen,Sunken,1,1,13,1,726
10,Evincer,Echo Bolt,Sunken,1,1,4,1,427
11,Champion,Spring Plume,Sunken,1,2,18,1,775
12,Evincer,Echo Bolt,Sunken,1,0,3,1,303
13,Battlesmith,Smoke Screen,Sunken,1,1,11,1,499
14,Evincer,Echo Bolt,Sunken,1,2,25,1,1190
15,Spectre,Risk-It Biscuit,Sunken,1,0,71,1,5215
16,Griefer,Smoke Screen,Sunken,1,1,13,1,1117
17,Battlesmith,Smoke Screen,Sunken,1,0,2,1,338
18,Battlesmith,Smoke Screen,Sunken,1,2,18,1,695
19,Evincer,Echo Bolt,Sunken,1,4,58,1,2758
20,Stargazer,Spring Plume,Sunken,1,0,8,1,1819
21,Battlesmith,Smoke Screen,Sunken,1,0,4,1,499
22,Battlesmith,Smoke Screen,Sunken,1,0,6,1,501
23,Battlesmith,Smoke Screen,Sunken,1,1,5,1,858
24,Battlesmith,Accelerator,Sunken,1,1,52,1,1771
25,Evincer,Echo Bolt,Sunken,1,1,9,1,648
26,Battlesmith,Smoke Screen,Sunken,1,1,11,1,649
27,Evincer,Echo Bolt,Sunken,1,1,12,1,264
28,Evincer,Echo Bolt,Sunken,1,2,28,1,369
29,Artillery,Bandage,Sunken,1,2,11,1,1427
30,Battlesmith,Smoke Screen,Sunken,1,0,50,1,516
31,Spectre,Risk-It Biscuit,Sunken,1,1,25,1,1013
32,Evincer,Echo Bolt,Sunken,1,1,35,1,775
33,Battlesmith,Smoke Screen,Sunken,1,2,66,1,1058
34,Evincer,Echo Bolt,Sunken,1,0,7,1,382
35,Spectre,Risk-It Biscuit,Sunken,1,2,4,1,322
36,Griefer,Spring Plume,Sunken,1,0,6,1,258
37,Evincer,Echo Bolt,Sunken,1,0,25,1,229
38,Spectre,Risk-It Biscuit,Sunken,1,2,31,1,309
39,Evincer,Accelerator,Sunken,1,4,71,1,833
40,Battlesmith,Smoke Screen,Sunken,1,0,8,1,338
41,Evincer,Echo Bolt,Sunken,1,0,19,1,167
42,Spectre,Risk-It Biscuit,Sunken,1,0,1,1,280
43,Evincer,Echo Bolt,Sunken,1,1,42,1,356
44,Battlesmith,Smoke Screen,Sunken,1,1,44,1,578
45,Spectre,Risk-It Biscuit,Sunken,1,1,59,1,1747
46,Evincer,Echo Bolt,Sunken,1,0,9,1,341
47,Hexblade,Spring Plume,Sunken,1,2,62,1,1089
48,Evincer,Echo Bolt,Sunken,1,0,2,1,333
49,Battlesmith,Smoke Screen,Sunken,1,1,15,1,893
50,Evincer,Echo Bolt,Sunken,1,1,46,1,713
51,Hexblade,Echo Bolt,Sunken,1,2,49,1,506
52,Battlesmith,Smoke Screen,Sunken,1,1,26,1,520
53,Evincer,Echo Bolt,Sunken,1,1,30,1,482
54,Spectre,Risk-It Biscuit,Sunken,1,0,44,1,971
55,Hexblade,Smoke Screen,Sunken,1,4,59,0,0
56,Battlesmith,Smoke Screen,Sunken,1,0,6,1,320
57,Evincer,Echo Bolt,Sunken,1,0,9,1,340
58,Battlesmith,Smoke Screen,Sunken,1,0,7,0,0
59,Evincer,Echo Bolt,Sunken,1,0,0,0,0
60,Spectre,Risk-It Biscuit,Dustworks,2,0,107,1,5067
61,Cloudbreaker,Flame Trap,Dustworks,2,4,29,1,2129
62,Artillery,Accelerator,Dustworks,2,0,2,1,492
63,Evincer,Echo Bolt,Dustworks,2,0,0,1,416
64,Artillery,Accelerator,Dustworks,2,0,0,1,270
65,Evincer,Echo Bolt,Dustworks,2,2,5,1,652
66,Artillery,Accelerator,Dustworks,2,0,0,1,354
67,Artillery,Accelerator,Dustworks,2,1,21,1,978
68,Evincer,Echo Bolt,Dustworks,2,0,2,1,311
69,Evincer,Echo Bolt,Dustworks,2,3,33,1,1653
70,Frost Knight,Accelerator,Dustworks,2,0,9,1,427
71,Artillery,Accelerator,Dustworks,2,0,9,1,944
72,Dancer,Spring Plume,Dustworks,2,2,68,1,1847
73,Artillery,Accelerator,Dustworks,2,1,17,0,0
74,Evincer,Echo Bolt,Dustworks,2,0,6,1,399
75,Evincer,Echo Bolt,Dustworks,2,1,44,1,963
76,Griefer,Echo Bolt,Dustworks,2,1,53,1,927
77,Spectre,Smoke Screen,Dustworks,2,0,49,0,0
78,Evincer,Echo Bolt,Dustworks,2,1,11,0,0
79,Champion,Bandage,Dustworks,2,0,2,0,0
80,Skirmisher,Bandage,Polaris,3,1,19,1,1288
81,Skirmisher,Hedge Seed,Polaris,3,0,4,1,490
