Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
0,Dancer,Nox Bomb,Sunken,1,1,9,1,961
1,Dancer,Spring Plume,Sunken,1,1,4,1,545
2,Griefer,Hedge Seed,Sunken,1,0,0,1,392
3,Spectre,Smoke Screen,Sunken,1,3,50,1,3587
4,Griefer,Hedge Seed,Sunken,1,1,6,1,782
5,Dancer,Spring Plume,Sunken,1,1,8,1,947
6,Artillery,Accelerator,Sunken,1,2,11,1,1480
7,Griefer,Hedge Seed,Sunken,1,0,4,1,710
8,Dancer,Spring Plume,Sunken,1,1,12,1,617
9,Hexblade,Vigor Flask,Sunken,1,2,17,1,1222
10,Griefer,Hedge Seed,Sunken,1,0,0,1,157
11,Dancer,Spring Plume,Sunken,1,0,4,1,332
12,Griefer,Hedge Seed,Sunken,1,1,6,1,819
13,Evincer,Risk-It Biscuit,Sunken,1,0,7,1,424
14,Dancer,Spring Plume,Sunken,1,0,4,1,484
15,Cloudbreaker,Echo Bolt,Sunken,1,1,21,1,1350
16,Dancer,Spring Plume,Sunken,1,0,2,1,276
17,Griefer,Hedge Seed,Sunken,1,1,2,1,827
18,Hexblade,Vigor Flask,Sunken,1,4,46,1,1900
19,Dancer,Spring Plume,Sunken,1,1,5,1,486
20,Dancer,Spring Plume,Sunken,1,1,17,1,831
21,Griefer,Hedge Seed,Sunken,1,0,2,1,277
22,Alchemist,Echo Bolt,Sunken,1,1,23,1,1060
23,Griefer,Hedge Seed,Sunken,1,1,15,1,1564
24,Dancer,Spring Plume,Sunken,1,0,0,1,299
25,Spectre,Smoke Screen,Sunken,1,1,25,1,332
26,Hexblade,Vigor Flask,Sunken,1,2,38,1,928
27,Dancer,Spring Plume,Sunken,1,2,34,1,1765
28,Alchemist,Risk-It Biscuit,Sunken,1,1,8,1,636
29,Spectre,Smoke Screen,Sunken,1,0,0,1,187
30,Spectre,Smoke Screen,Sunken,1,0,55,1,1069
31,Griefer,Hedge Seed,Sunken,1,1,4,1,520
32,Ranger,Lava Cake,Sunken,1,0,5,1,550
33,Hexblade,Vigor Flask,Sunken,1,2,5,1,801
34,Griefer,Hedge Seed,Sunken,1,0,22,1,566
35,Spectre,Echo Bolt,Sunken,1,2,13,1,495
36,Spectre,Smoke Screen,Sunken,1,3,63,1,1172
37,Hexblade,Vigor Flask,Sunken,1,0,36,1,1160
38,Dancer,Spring Plume,Sunken,1,0,8,1,431
39,Griefer,Hedge Seed,Sunken,1,0,0,1,281
40,Evincer,Spring Plume,Sunken,1,2,12,1,569
41,Griefer,Hedge Seed,Sunken,1,0,13,1,762
42,Dancer,Spring Plume,Sunken,1,1,9,1,446
43,Skirmisher,Hedge Seed,Sunken,1,3,51,1,646
44,Spectre,Smoke Screen,Sunken,1,1,22,1,239
45,Dancer,Spring Plume,Sunken,1,1,26,1,430
46,Hexblade,Vigor Flask,Sunken,1,2,4,1,754
47,Griefer,Hedge Seed,Sunken,1,1,26,1,412
48,Spectre,Smoke Screen,Sunken,1,1,64,1,1473
49,Champion,Lava Cake,Sunken,1,0,7,1,348
50,Dancer,Spring Plume,Sunken,1,0,7,1,366
51,Griefer,Hedge Seed,Sunken,1,1,31,1,351
52,Griefer,Vigor Flask,Sunken,1,1,2,1,296
53,Hexblade,Vigor Flask,Sunken,1,1,39,1,367
