Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
0,Chronomancer,Smoke Screen,Polaris,1,0,4,1,623
1,Titan,Bandage,Polaris,1,2,6,1,957
2,Artillery,Bandage,Polaris,1,0,2,1,770
3,Evincer,Echo Bolt,Polaris,1,0,2,1,424
4,Frost Knight,Echo Bolt,Polaris,1,2,16,1,1459
5,Chronomancer,Smoke Screen,Polaris,1,1,11,1,1194
6,Evincer,Echo Bolt,Polaris,1,1,4,1,705
7,Artillery,Bandage,Polaris,1,0,2,1,309
8,Battlesmith,Accelerator,Polaris,1,1,2,1,287
9,Alchemist,Echo Bolt,Polaris,1,4,20,1,2393
10,Evincer,Echo Bolt,Polaris,1,0,3,1,430
11,Titan,Risk-It Biscuit,Polaris,1,1,11,1,805
12,Chronomancer,Smoke Screen,Polaris,1,0,6,1,625
13,Evincer,Echo Bolt,Polaris,1,1,8,1,1031
14,Frost Knight,Echo Bolt,Polaris,1,3,25,1,1441
15,Titan,Risk-It Biscuit,Polaris,1,0,4,1,673
16,Chronomancer,Smoke Screen,Polaris,1,0,14,1,1471
17,Evincer,Echo Bolt,Polaris,1,0,3,1,445
18,Titan,Risk-It Biscuit,Polaris,1,3,30,1,1867
19,Frost Knight,Echo Bolt,Polaris,1,1,12,1,981
20,Evincer,Echo Bolt,Polaris,1,0,0,1,337
21,Frost Knight,Vigor Flask,Polaris,1,0,7,1,1146
22,Chronomancer,Smoke Screen,Polaris,1,3,33,1,1285
23,Evincer,Echo Bolt,Polaris,1,1,12,1,767
24,Frost Knight,Echo Bolt,Polaris,1,0,2,1,429
25,Griefer,Echo Bolt,Polaris,1,0,9,1,546
26,Frost Knight,Echo Bolt,Polaris,1,0,2,1,407
27,Titan,Risk-It Biscuit,Polaris,1,2,16,1,450
28,Evincer,Echo Bolt,Polaris,1,1,17,1,1081
29,Chronomancer,Smoke Screen,Polaris,1,0,0,1,673
30,Frost Knight,Echo Bolt,Polaris,1,1,17,1,1011
31,Spectre,Spring Plume,Polaris,1,5,56,1,2080
32,Titan,Risk-It Biscuit,Polaris,1,0,34,1,758
33,Chronomancer,Lava Cake,Polaris,1,2,33,1,527
34,Evincer,Echo Bolt,Polaris,1,0,19,1,561
35,Titan,Risk-It Biscuit,Polaris,1,1,4,1,570
36,Frost Knight,Echo Bolt,Polaris,1,1,9,1,332
37,Chronomancer,Lava Cake,Polaris,1,0,0,1,319
38,Evincer,Echo Bolt,Polaris,1,0,23,1,621
39,Frost Knight,Echo Bolt,Polaris,1,1,13,1,874
40,Chronomancer,Nox Bomb,Polaris,1,1,55,1,1495
41,Artillery,Risk-It Biscuit,Polaris,1,0,0,1,362
42,Evincer,Echo Bolt,Polaris,1,0,4,1,368
43,Chronomancer,Risk-It Biscuit,Polaris,1,7,51,1,2384
44,Artillery,Risk-It Biscuit,Polaris,1,0,7,1,505
45,Frost Knight,Echo Bolt,Polaris,1,1,23,1,927
46,Evincer,Echo Bolt,Polaris,1,0,2,1,360
47,Artillery,Risk-It Biscuit,Polaris,1,0,2,1,643
48,Evincer,Echo Bolt,Polaris,1,0,5,1,296
49,Chronomancer,Nox Bomb,Polaris,1,1,28,1,648
50,Frost Knight,Echo Bolt,Polaris,1,2,21,1,1169
51,Evincer,Echo Bolt,Polaris,1,1,10,1,790
52,Artillery,Risk-It Biscuit,Polaris,1,0,2,1,262
53,Artillery,Risk-It Biscuit,Polaris,1,0,0,1,241
54,Chronomancer,Nox Bomb,Polaris,1,1,64,1,959
55,Artillery,Risk-It Biscuit,Polaris,1,0,0,1,315
56,Evincer,Echo Bolt,Polaris,1,2,91,1,1006
57,Frost Knight,Echo Bolt,Polaris,1,1,13,1,373
58,Cloudbreaker,Accelerator,Polaris,1,2,38,1,1217
59,Chronomancer,Nox Bomb,Polaris,1,0,8,1,526
60,Frost Knight,Echo Bolt,Polaris,1,1,48,1,633
61,Evincer,Echo Bolt,Polaris,1,0,0,1,338
62,Spectre,Echo Bolt,Polaris,1,2,33,1,710
63,Chronomancer,Nox Bomb,Polaris,1,2,24,1,839
64,Frost Knight,Echo Bolt,Polaris,1,0,2,1,379
65,Evincer,Echo Bolt,Polaris,1,0,58,1,1081
66,Spectre,Smoke Screen,Polaris,1,2,38,1,1259
67,Frost Knight,Echo Bolt,Polaris,1,2,15,1,370
68,Spectre,Echo Bolt,Polaris,1,0,5,1,299
69,Chronomancer,Nox Bomb,Polaris,1,1,74,0,0
70,Spectre,Echo Bolt,Polaris,1,0,0,1,280
71,Frost Knight,Echo Bolt,Polaris,1,2,24,0,0
72,Evincer,Echo Bolt,Polaris,1,1,0,1,259
73,Spectre,Echo Bolt,Polaris,1,0,7,1,308
74,Evincer,Echo Bolt,Polaris,1,0,10,0,0
75,Skirmisher,Smoke Screen,Polaris,1,0,3,0,0
76,Spectre,Echo Bolt,Polaris,1,0,0,0,0
77,Ranger,Vigor Flask,Crystal,2,3,23,1,1925
